index	coefficient	p_value	random_intercept_variance	residual_variance	log_likelihood	aic	bic	bse	q_value
RDH16	-0.17025975606983126	0.22372902615421453	0.2366930127255878	0.3850933862791229	-434.52931354431166			0.13993890899869368	0.33263213879973313
ERLIN1	0.46533250759611067	0.0036153293280792357	0.0837085495079468	0.4824582449175284	-449.4541694333857			0.15991302802485016	0.009297324017999925
NDUFS3	1.3185644317833467	9.825592379498167e-24	0.16385255450871383	0.33439372450909516	-397.9161964177579			0.13128701528660283	1.9007062591895897e-22
ECI2	-0.6394811292655372	2.583157634742674e-05	0.17068572593634684	0.44492428804287965	-453.8707376625837			0.1519893078072101	9.568675408695737e-05
BANF1	0.20282572667584536	0.1411217313393678	0.16744521147744765	0.35762530244942814	-399.23204761597594			0.13782417569031186	0.2304075122831225
SF3B1	-0.06845545912320625	0.6861754215355484	0.05603664368962868	0.4772158345668087	-395.1683979860138			0.1694229352117541	0.7752312841618364
CSDE1	0.24372403032164433	0.20073712663291943	0.075221762946476	0.6046144468860402	-444.41256548938736			0.19049061180307345	0.30495928225821356
GCAT	-0.04537307887573818	0.7774401901728488	0.5780045125033791	0.36504672908878916	-309.1316371934173			0.16052376002939323	0.8423454154411018
LYPLA1	0.7825075811645931	1.0595913840971541e-07	0.2092832269190092	0.4117535195036687	-435.0759865189009			0.1471931457578035	5.2707102848947e-07
SNRNP200	-0.1400422939702365	0.4350317715302937	0.06932555154701003	0.5601612194413293	-449.793106077223			0.17940104817408473	0.5492315549196819
SLC25A12	-0.5838424103840548	0.0005322768562381731	0.3381260970511229	0.47270220368498744	-413.1648615359031			0.1685474604092844	0.0015895265981314911
EIF3G	0.4322499028562616	0.020299558854528266	0.028289226893899167	0.5881043993839077	-438.76060875140456			0.1862532401266207	0.04331070093839916
EIF3J	0.17966667769877	0.2715672363027223	0.13634765496638016	0.49499885854449666	-446.541296784774			0.1634134841693737	0.3856431960873079
IDH1	-0.7481138347065363	7.335821187128238e-14	0.30013098244018016	0.19163204612816256	-283.9920745021036			0.09999227600003088	6.88041869925809e-13
ALDH1L1	-1.4233927391103505	2.0803884119210743e-40	0.5665849848712886	0.2173758125113213	-315.59492095179166			0.10695786027546104	8.42315401198742e-39
ARL6IP5	-0.8358677551820941	3.797207238444967e-10	0.27304640493933996	0.322938937365151	-376.2898853936672			0.13347949088016905	2.4304918390193702e-09
BBOX1	1.7166118267702384	8.274751354816979e-81	0.1574898463245036	0.12527611451718884	-176.98991883778945			0.09016802943671827	3.60158552718409e-78
ATP5PD	1.1297900080350913	8.92610707015165e-19	0.26708385881549157	0.3085402417019515	-379.01758475502993			0.12769162392532799	1.2140900319635955e-17
FLOT1	0.014079256682597923	0.926083067005732	0.1577930363624205	0.38048859533829343	-359.76382251038285			0.15175856448675357	0.948418011562929
ATP5MG	0.963834725327829	3.784595208978265e-12	0.21984015096246398	0.37179053963738656	-416.26660905475137			0.1387810919698764	3.036396432641087e-11
MPDZ	0.37817786932409786	0.03502218793054322	5.452452783333388e-11	0.5390180528934897	-392.81929898044245			0.17939260610872054	0.06960459952862529
GLRX3	-0.1881700902317994	0.24108394643188935	0.10144379223819303	0.4906062254150774	-462.5264181794696			0.16051609292119937	0.3518249377518184
RSL1D1	-0.13176817387883724	0.4778482620829443	0.02846412082814024	0.5330864867446667	-382.8874190330597			0.18564974405452703	0.591702577728596
CLPX	0.06654924879980355	0.7063176165338534	0.07070910253425777	0.5707524428996301	-476.51877386623437			0.17661398596810016	0.7887741952440274
SEC14L2	-0.605389095999474	8.629378195487111e-10	0.28241354978506733	0.17603911406048625	-258.55184914268193			0.09871178895289098	5.346529337488633e-09
TM7SF2	0.32340624662036094	0.0069736753699342294	0.41319530435693813	0.27042158164529784	-345.9789999243869			0.11986449656467234	0.01674643975042137
SRP72	0.30420498309122496	0.09741669915662839	0.09938711742825097	0.5512886981411215	-423.57004480552246			0.18353147002796388	0.16759137671115612
DDAH1	-0.13033543321795993	0.2793845313686929	0.2903728503081466	0.27513175695800907	-352.733560156086			0.12049096321351706	0.3928986018682507
TOMM70	-0.13359336970553792	0.410553558016686	0.16057981202999727	0.5019682891846952	-473.0981706989262			0.16234067655927806	0.5278978910687225
SEC24D	0.5201251255167425	0.0016414836039168519	0.12938004219332921	0.4854217415366563	-439.12625821052006			0.16520126973118723	0.0045218717633215815
UFL1	-0.20529099277802706	0.23480240094181204	0.04104908922274421	0.5821607447058623	-497.65042472529854			0.1727924176413414	0.346059169828683
SORBS2	-0.04240923334859472	0.8188632803095737	0.03923412688593751	0.6415020803144902	-504.24516080245326			0.1851872949129731	0.8730195780887738
PLPBP	0.5106278386820391	0.002276549247609138	0.11587642047558293	0.5096484935058417	-446.86728116724635			0.16733333180173415	0.006164031477585551
ERLIN2	0.6279808035339114	2.309657222600082e-05	0.25636590049908686	0.4132351624087791	-440.0248132640602			0.14836627852632664	8.628998335937216e-05
AP2A2	-0.16818042566141178	0.3124892187763709	0.09869981339137372	0.5197577983023034	-474.14126188432283			0.16651318372668944	0.4278551673881474
SEC31A	-0.010640803769801643	0.9457200063834464	0.10028396054346748	0.4794908199858758	-472.75932542187934			0.1562929193113268	0.9628646380781171
AKR7A3	-0.6346343807750826	3.0813955430584037e-12	1.1467379767613193	0.1584935939041394	-252.58339647903176			0.09100056359297816	2.4836618705855002e-11
NDUFB4	1.2117232520495171	2.2619886295480827e-19	0.10498588912242522	0.3548061054322536	-408.6095143632051			0.13463941447980565	3.227969019707551e-18
LETM1	-0.14349840477345854	0.2767083086535177	0.18900113139746536	0.33283897492542414	-388.9372170478546			0.13192300384333508	0.39071302949373427
ABCC6	0.19001552029246951	0.28862051987984194	0.09717496919995697	0.5548229560820827	-458.81168343856234			0.1790652030692683	0.403605080410285
VAPB	-0.1584254466390309	0.25833292128221075	0.1325449960736024	0.38033320649869945	-421.7388557481804			0.14015732006497986	0.3710871418748588
NDUFA10	1.3526501330939926	3.4205365083969883e-25	0.18020794145060848	0.32844429240939826	-390.3549912910603			0.13044769903891282	7.089469120379949e-24
PGLS	0.14527012016934976	0.32332505603874395	0.1514550131727614	0.41774093520839906	-440.08693130883194			0.14708693389500263	0.436363505863142
PAPSS2	-0.28538748286892623	0.04692819988505518	0.18703427612080029	0.3816699326939466	-405.39130701395766			0.14363110410913513	0.08997666246156895
ABCB11	0.47649577262518444	0.006706184238099489	0.030882241119217543	0.48146208746581826	-373.7815560067594			0.17575782065038908	0.016193435171333165
IPO7	-0.2387892987014405	0.19208405263299988	0.04310112423845546	0.5352515806006991	-385.1375756502895			0.18305904410937068	0.2938649698014524
PGM3	0.4887100523192298	0.0007589475695187436	0.1687365037800945	0.37764633263478464	-408.37141125177845			0.14513201565551623	0.002205889346464328
AHSA1	0.19589889172647773	0.3098382132372772	0.009649747754768977	0.6111262610832157	-411.01704232517125			0.1928971099448202	0.4254166634432962
SGPL1	-0.9150486970839231	6.47662965545605e-08	0.01134758914035684	0.4381715184711489	-343.4375872707285			0.1692930584235978	3.2683513710576765e-07
H6PD	-0.4928285229511687	2.3471387636471983e-05	0.2601252128792067	0.25457977781510294	-339.1650616355082			0.11653498692710265	8.731556810918316e-05
SEC24A	0.17148442713160847	0.3403888827091208	0.19381336155529919	0.5731434418896982	-473.56782966160426			0.17986672852709734	0.4547348330446409
SEC24B	-0.13485012662580861	0.4685359981697551	0.15057866703765954	0.4981389145798498	-375.26023329027817			0.1860352939874812	0.5830744623399168
ETHE1	0.2552301492732274	0.08802617108608209	0.12643170552599678	0.38578297961655356	-386.00954597279315			0.14961587695566148	0.1546453722107658
ACSL3	-0.04432412884684577	0.8032445424402217	0.2730395344655465	0.4995624183561139	-396.5187108035939			0.17790118459988266	0.8611137613229224
ASMTL	0.16547966419850318	0.2601549813449593	0.19311338161847053	0.3573159129353645	-351.8503418169173			0.14695915224046885	0.37226653770452905
ESRRB	-0.19103602153569438	0.34670359052552746	0.09899941736970701	0.6685040330666109	-446.4135909220886			0.20301330388083882	0.4618293428499949
SNAP29	-0.06113912005666346	0.7427224026432506	0.05602127010064122	0.5857972665211459	-435.01674111813486			0.1862576090697718	0.8171289847450456
OXSR1	-0.23298516887932144	0.2731697510858718	0.15475575509365674	0.7090204723098205	-436.26116259447394			0.21261803347266292	0.3869719582103359
