index	coefficient	p_value	random_intercept_variance	residual_variance	log_likelihood	aic	bic	bse	q_value
ARPC2	0.37484742936677035	0.2894325679550497	0.04042567526927159	0.5784671537809719	-133.0357692280179			0.3538408767784657	0.5589500509590639
ARPC3	-0.23498630851975016	0.3940334058666335	0.20275660036231255	0.34941170777228914	-107.44302110783525			0.2757001676781654	0.6589396777352639
PGRMC2	-0.14874266936384117	0.4259894209930285	0.31294637353812976	0.16288912046473747	-67.51103270999386			0.18684543973125953	0.685262681440887
PFDN6	-0.3472697338923192	0.3418203074746464	0.01917512358211707	0.4975445023252967	-96.88549020726083			0.36532607815564866	0.6054895247013805
KMO	0.671743437202105	0.03715008889837677	0.19779932606878678	0.40329115098925633	-100.37416239920208			0.3223165647713587	0.1655046288488531
SLC22A1	-0.6158403004707621	0.015243293926299667	0.7299105066381201	0.20902034637176098	-65.38053459167273			0.25379290416711026	0.09354047091933272
ACOX3	-0.23365615139649556	0.5184728312795631	0.3559762087365068	0.48095766488079056	-98.72437897989093			0.3618641599839099	0.7598853332243554
PMM2	-0.5001089133678618	0.06275618491619693	0.047218569216692347	0.3143366206700701	-90.26961245157767			0.26874355922821935	0.22974220738886006
HMGB3	0.6266290818803295	0.07856895753517736	0.14717001339057137	0.4503693728777212	-97.90491700443266			0.3562314649794912	0.26947072197400945
GPR37	-0.19939035498883764	0.6063031542744038	0.6136287966134042	0.5656677634680516	-119.10652047614437			0.3868970872880276	0.8109726066704497
EIF3D	0.23210630248880906	0.48006696511515123	0.04138244364670054	0.4738951912062985	-114.65103498452922			0.3286717518878538	0.7360731990463222
EIF3H	0.5249361341673809	0.12041859747313666	1.2328396416907864e-09	0.5072864769781149	-116.43939013782713			0.3380101189635343	0.3391052142888999
ARPC5	0.12805993267016133	0.7182964825392907	0.046169414786204274	0.5606261850123699	-131.42536058987952			0.3549958338718121	0.87716553777822
DHX15	-0.022919832484587226	0.9443817600673525	0.08169993695413645	0.42898226532320954	-100.16138991085515			0.3285353383715679	0.9719262005200417
CYB5B	-0.23523773814059232	0.19614979062535143	0.32791239683073053	0.15196811671101798	-63.213526661465096			0.18198818098397748	0.4549810570428262
PHGDH	-0.6688133743961425	0.010871071753688273	0.3929850982428493	0.3164773058696173	-104.71498356633549			0.262607647494103	0.07368885709477321
PSMD3	-0.12590419735413888	0.7233149249505411	0.09469913041203473	0.5555018803921886	-130.6095932520319			0.35562945821244996	0.8788328525373097
EEF1E1	-0.5922672257356667	0.10662900381907899	0.10964318076389105	0.5015920306433632	-104.43020695825729			0.367062612566021	0.3183745433179592
HNRNPR	0.4231882481743979	0.12820213210172204	0.12404946636125593	0.35271408480968036	-109.10793979824018			0.2781882102311993	0.35218987024355614
TXNL1	-0.02505628628708906	0.9507036378165886	0.1354636827308851	0.6453429827303093	-115.98517482645204			0.4052894598796643	0.9744278308479216
TPD52L2	-0.28410687476696034	0.45706826211296037	5.588230205302298e-09	0.6061323054176122	-117.535463297429			0.3820268389849287	0.7208394790895573
HTRA2	-0.6068596270115875	0.08552457096826095	0.012675242931773323	0.5350693126653947	-117.72441546761502			0.3529293174365455	0.28109712822238464
AKR7A2	0.292865637828592	0.2838827226929109	0.3737663846449856	0.33781391523239895	-107.37351011000538			0.27328787978170943	0.552668791924696
TIMM44	-0.09255580401318018	0.8001093242874326	0.22474423022751008	0.5778390666990003	-125.72521137987391			0.36553613704512433	0.9152700141754992
NDUFB3	1.0798555020063079	0.0029669847183149784	0.060169021030455176	0.5289341046348635	-112.85248834922513			0.3634484560952397	0.02760443240686422
GET3	-0.8007241844602794	0.009070130978283525	0.12607895851915982	0.43931810635397867	-122.37789093424601			0.3068614883526831	0.06555407968853844
ACTN4	-0.6617434699981328	0.09597059097516208	0.11082582721544178	0.6597361990435633	-140.10065284347297			0.3975127189506771	0.300398652792143
AP1G1	0.4908676371029882	0.1922416937921928	0.006680644616036791	0.5619397950720749	-116.47466518214569			0.37643910468724695	0.4504042767637346
SYNGR2	0.19968625320559522	0.5686825701379143	0.0010127485071826235	0.5017256453294965	-107.2615702948724			0.3503311749561886	0.7869034084734986
SLC25A20	0.19565034561720257	0.38303550154815125	0.32838533129401437	0.23379903688014048	-86.93913573204503			0.22428814322786386	0.6482731503588811
NARS1	-0.03172846667879088	0.9349157799711942	8.120368860035346e-11	0.6857386535127732	-138.45092039074893			0.3885357318452873	0.9658010857123931
MYO1B	-0.6247889942718482	0.08793699869223284	0.05928258393425191	0.6047111813860717	-133.49702004078597			0.36614839560408174	0.28567741451784356
NUDT21	0.33045581617320574	0.3037409082967101	0.05478754998523294	0.4240660821846005	-97.15869983843689			0.32131622113980635	0.5716489747542604
LANCL1	0.43217947916127974	0.26444559039703286	0.10386084847913525	0.6527961674103149	-137.03166423435403			0.3872766130258163	0.5314157210365195
SLC37A4	1.405174870620611	2.2151478256541143e-06	0.46027274979484556	0.37070425637729176	-105.21265058830429			0.29690547166593145	0.00011303966480004632
CALU	0.20761020756565346	0.41626752782269216	0.2742630079902987	0.29290331998419245	-95.76010455244585			0.2553902124070581	0.6772893882641677
TIMM8A	0.2612173678905545	0.4783955708784786	0.12257011185545251	0.6030776725775486	-138.93994661864048			0.36849024254487206	0.7360731990463222
PRPSAP2	-1.0738558823807638	0.011738992130382216	0.26842762609695114	0.6866449519557645	-119.64984306412927			0.42615108106326305	0.07752338332377902
SPAG9	-0.1830038034969408	0.6426030233815121	1.4373953514845683e-10	0.5733136198708954	-104.43724912914809			0.39435169633237066	0.8347529469231469
URB1	-0.4476850615504364	0.13174353084489077	0.40680443547987877	0.3723446169876155	-105.28296867102969			0.2970187541070942	0.35725620924765866
OPA1	-0.40423275063086356	0.27803652133722345	0.05737199761672769	0.5961492322687526	-120.91433751905075			0.37265381018179444	0.5471806708447907
PPL	-1.0373709801940247	0.005346224338853447	0.3594154919219785	0.6017902142658215	-134.35620521250337			0.372432018937343	0.04328385474340964
PLXNC1	0.5967888421365324	0.08450605695872615	0.24799122666240456	0.4547589862801809	-104.2997765404676			0.3459407122630447	0.28109712822238464
SORBS3	-0.3845328221412939	0.27780056432942946	1.9443141194760394e-09	0.45410522625499916	-90.97887147076557			0.35431883507398	0.5471806708447907
SYNCRIP	0.6604320527362321	0.07071417314850165	0.16070456644756587	0.6167504903503053	-141.75392359832142			0.3654229534105941	0.25282944284941994
GMDS	-0.0660502669244699	0.8524876003197348	0.17095556949186566	0.5427629415710573	-124.45594193718782			0.3552132863007183	0.9334129511953403
PLOD3	0.1292435559657049	0.7832894530267185	0.3997229383580619	0.8672820695660951	-132.0195738105423			0.46991699154674504	0.9059474168248585
DIAPH1	-0.35551691648252437	0.2545185392064301	0.1541188740086264	0.39450528235211707	-100.99535592528528			0.31200946291705034	0.5201568204170246
UGT1A9	0.05437235394717783	0.7374362443582037	0.40441153369265753	0.11117221087665684	-45.603991580371456			0.1621843321497968	0.8868650437581201
UGDH	-0.37547177473592264	0.0024246027487226443	0.28744009964950046	0.062022249389056434	-13.530727205419993			0.12381201546415058	0.024272601657348084
CTNND1	-0.7969428655983106	0.015315468195276103	0.01678479136826448	0.4795482185876559	-120.85341845253151			0.3286589888422031	0.09354047091933272
DPM1	-0.4405598137621034	0.07362808868705224	0.17392948631710034	0.23794286317412472	-72.49301112079038			0.24627172123106653	0.2597891331736613
USO1	0.20286430356827556	0.540445676758621	0.045643314241609105	0.5079218796689684	-128.20059190162988			0.3314022529419307	0.7732459810208306
H2BC12	0.26726098229647993	0.43342693412461974	0.07828831117636614	0.5033939952366508	-125.0238455489266			0.3411809241752885	0.6938126968306652
CUTA	0.1577598621923743	0.550407274473265	0.2260930860624766	0.3119773033522607	-98.84748254163532			0.2641880207705107	0.776286306711037
ABCB7	-0.4010995233548051	0.2801948043535636	0.08447924765677657	0.5842865761390379	-120.35808017802574			0.37142908722637846	0.5492992439247976
WDR1	0.19621576186563613	0.6430600078330234	0.0470647148466316	0.8208825025238626	-152.4362885281941			0.42340380185304083	0.8347529469231469
CPNE3	-0.4359176923869516	0.16009410636014376	0.23074397597014093	0.42281446593387767	-113.98526557951587			0.31031578638852175	0.3996655974232333
CLUH	0.03430128996491945	0.9189479227294343	0.2968301642336284	0.5173349007676279	-129.40266952028395			0.3370834022150545	0.9623807847489847
CNOT3	-0.43301284407868745	0.07669246878284218	0.21628769180790974	0.2434090438262024	-81.91171081494102			0.24461125609368323	0.26683908559980624
XYLB	0.296483470518122	0.44886579644441205	0.6769733510717417	0.5873891814982267	-112.77589599746454			0.3914969290388901	0.7126732519344275
COQ9	-0.38286929297711453	0.273015194798123	0.0743075869215467	0.5485836769740396	-130.776120705079			0.3492869917743513	0.5417994811096419
GGCT	0.18443189620193765	0.6917480406215897	0.25870389350170736	0.5606036739549518	-95.39670284352655			0.4651686225886015	0.8592044535891251
NDUFS2	1.1298921562816469	0.000292545796602397	1.1506335557353414e-09	0.4350876563526602	-107.35257790818727			0.3119686796348131	0.004476022477355463
TBCA	-0.2735984737701274	0.22926475512262168	0.20738326722408795	0.2321638931184598	-84.45316829620776			0.22757108863512376	0.48947862325803243
ATP6V1G1	-0.3586168665443025	0.2926777364626818	0.11534926450796511	0.4344277592966528	-100.10511365656575			0.3408045330464733	0.5600787593217684
VPS4B	-0.3211135639694582	0.387244336037591	0.07275151337023956	0.5853552064825442	-121.44410957700896			0.37139031844358367	0.6534263145163359
MPDU1	0.024080889762857296	0.9479388627067754	0.06060966425068327	0.5930970316729562	-125.4250381203108			0.36879958751025604	0.9727782113334612
ENTPD5	-0.2974188102253039	0.23850690700502586	0.28296582227583966	0.2971575817733653	-102.40867641074215			0.2523220509888758	0.5025419983338668
MACROH2A1	-0.08552242624772517	0.7959438138354954	0.009001002899680994	0.47297654775636766	-111.25883287019337			0.3307130568443529	0.9130581624652413
FLNB	-0.07961086254375949	0.8207833852655978	0.08435662188531104	0.5447081725351826	-132.7913478534012			0.35142463169355725	0.9184047978652935
CS	-0.7933431820676219	5.913693512161106e-07	0.3006557010976972	0.09857363998046316	-37.51095873933468			0.1588588042395559	4.175452019929908e-05
SEC22B	-0.1462650537732042	0.573485656925947	0.28639275467812403	0.3070365802234766	-102.5652155780304			0.2598302433555778	0.7907978837599203
PRPF40A	-0.22069032460605376	0.5733027116815949	0.08377264499959423	0.5337990178937252	-101.26226134255415			0.39185481490052804	0.7907978837599203
VPS26A	-0.04306548079170819	0.8903276125445401	0.05090274273685296	0.40733459263582356	-100.17274815331368			0.31231839189335137	0.9513399108661202
PMPCB	-0.3757251728975141	0.30197058692700374	1.5627985539330133e-10	0.5926158728812558	-128.0917837718337			0.3639983273711488	0.5700879690415631
RDH16	0.32073384444304676	0.08260342024095724	0.407634162304268	0.15573290161603995	-63.86596047890919			0.18477834357101305	0.2783033374876719
ERLIN1	0.723799085399955	0.01061784101055393	0.39090432551449933	0.3567674799202485	-106.74255914233618			0.2832839011992393	0.07268473277143422
NDUFS3	0.7196203585963249	0.01799135824498075	0.06729565132566459	0.41805801235598433	-115.77510830238879			0.30417685194369315	0.10235624082617427
ECI2	-0.0021675711966937655	0.9929138292653737	0.34453968187910916	0.2719393674523804	-94.52909909500215			0.24405972155917557	0.9958706899838531
BANF1	0.010030996250445056	0.9749999490019261	0.2678300943662153	0.465293458195699	-120.31079142547782			0.3200900356145778	0.9871572460825703
SF3B1	0.50685652805424	0.11391432799021275	0.09561371673009458	0.4456768304667868	-108.35993514722801			0.3206245478515227	0.33063898804361475
CSDE1	0.15189093119157399	0.7256532581076118	0.042114518959873455	0.6987275998772416	-117.03815171065474			0.43284438981107964	0.8802727297543693
LYPLA1	0.42738871690570873	0.26037561977774515	0.040230832788914254	0.6595066976320707	-141.46336026617445			0.37973103919259643	0.5282449776063953
SNRNP200	0.12333978777542409	0.7338719179837063	0.11028729451220981	0.5156845919300199	-112.35635087064335			0.36278588750684365	0.885432258406938
SLC25A12	-0.14127618691088425	0.7062969196996316	0.05298915761853909	0.5260629252547132	-116.87957208315547			0.3749029031315633	0.8672668777131896
UGT2B17	0.33827100102760016	5.2856552990456496e-05	0.4150646332828928	0.023596259796358435	29.04598167563188			0.08367611696174614	0.0012460542713610898
EIF3G	0.16541189566514608	0.6453790954586209	3.560087107814457e-08	0.5643058695824024	-122.03352389051466			0.35944179297213663	0.8360141513479367
EIF3J	0.31612999917762336	0.39989212539519325	6.76880074005517e-10	0.5879509291665287	-122.9964624699891			0.37553430270120264	0.6635721777658724
IDH1	-0.48130191817701096	0.06693480581088619	0.24954855143004762	0.30732850707371884	-99.86450895117196			0.26270339448648256	0.2408508824477187
ALDH1L1	-0.4448045036009907	7.872893034602859e-05	0.3785684688722805	0.057230944176153015	-9.71483775688148			0.11265902558231776	0.001721811931204054
ARL6IP5	0.2258074823047337	0.4999117540730561	0.022875680149635275	0.45396394923108385	-103.54241354327223			0.33471376753513077	0.7475042842056925
ATP5PD	0.9927700191690016	0.0002109554995944583	0.31995792955512525	0.2792779960408982	-89.4089461731867			0.26791634673670195	0.0036623614568769875
FLOT1	-0.402333722296519	0.19204244066904708	0.2709446589909654	0.42221502119474835	-112.13877063207477			0.30840549522273053	0.4504042767637346
ATP5MG	0.8243221711806293	0.01041366508020914	0.17754031114831081	0.46522531463756395	-123.93580541816016			0.32177685689245444	0.07176533887082638
GLRX3	-0.545790927873665	0.1053352874590372	0.0876266501178808	0.507388107302116	-122.32173517215048			0.33700769943065445	0.31563100370288016
RSL1D1	-0.18384084936009037	0.5256567251018336	0.0632527505485235	0.2982670863769907	-76.30966561988964			0.2896728210648434	0.7650872299667137
ANXA9	-0.8145409011202154	0.015349051627861158	0.18888715876943268	0.4450728347219607	-98.79611856174			0.33602662875525063	0.09354047091933272
CLPX	0.8083651289835404	0.032126531538905115	2.1107080731541605e-10	0.6335815332728725	-134.0984358047142			0.37724135663282093	0.14986448507345212
SEC14L2	-0.2828107851582896	0.1606731647598153	0.3173037200252662	0.18929499663382868	-76.47082907483508			0.20160289399434292	0.3996655974232333
TM7SF2	-0.2692044483368085	0.035541746709753554	0.6634868633755082	0.069426721694903	-20.282847646088356			0.12806260289197702	0.16081792112912244
SRP72	-0.2239004082926576	0.5337669993442065	0.0009586121477682737	0.5482231827467188	-119.44431757331458			0.3598146486731326	0.7676034388519587
DDAH1	-0.06736044820322928	0.8364320290008069	0.0872651561297114	0.43810240681189616	-109.41384447927612			0.32626477036046203	0.9278677700172829
TOMM70	-0.06213020162189024	0.8517803931231742	0.16927582046745823	0.5056772136251838	-129.5702273145916			0.3325186701577582	0.9332760408287514
SEC24D	-0.44014861876958883	0.1837943707213181	0.057109256700922276	0.4906737769098994	-118.95988083897907			0.33114733938694846	0.4396444890549711
UFL1	0.7986793065389114	0.02592148344223004	0.03533502401629631	0.5737854971071022	-127.82249788061043			0.3585724638465294	0.1291472725346609
SORBS2	-0.5201664108236486	0.08850436888371954	0.030918160303853647	0.37892754700091774	-102.80659398016499			0.3053801728213848	0.28606786410783824
PLPBP	0.26807852733652954	0.32851072311122087	0.13741919890103843	0.30395154748120695	-83.18410421733071			0.2743563411831139	0.5959979872281582
ERLIN2	0.7073888681891329	0.027646275659492604	0.5180297366842999	0.47852363087215416	-128.09639999890857			0.3212090349266465	0.13416809282589495
AP2A2	-0.4260990226820516	0.29657546675331337	0.0408702050274048	0.7539908461383238	-147.6234035366544			0.40821694608770415	0.564969554312873
SEC31A	-0.8202085062885814	0.0385813603675989	0.01670882656037104	0.6886032117209298	-140.6781809529408			0.39649951201594247	0.17008118025925797
AKR7A3	-0.698440808650015	0.008128353396345083	0.2542415241962279	0.3140956568264031	-104.51864935445394			0.26389206333679854	0.05951368312802226
NDUFB4	0.39820503459295886	0.27379534348236656	0.11857907502583259	0.5463755023427128	-126.57217376671431			0.36386889158026103	0.5417994811096419
LETM1	-0.4842045258210577	0.14223334010699432	0.19373648975277674	0.46199241222779114	-121.5485553887051			0.3299463943038161	0.3760140419783021
STBD1	-0.09306695667247665	0.8052351659742933	0.1469303330055578	0.6173306301989054	-126.13075326293668			0.3774348050452755	0.9159554843480261
ABCC6	-0.15292659267031036	0.6635843644645218	0.03972538861438813	0.537599954226915	-119.9755240670311			0.35157981183423975	0.8446531139518176
VAPB	0.05867179501518817	0.8580399655371478	0.05274970571785866	0.5008916375030266	-128.6743198185701			0.3280140480584134	0.9357705467871917
NDUFA10	1.2197123035546644	0.0015153332668363477	0.035759054215578595	0.6450751327797662	-131.6176041168611			0.38455730453450154	0.01657026767111954
PGLS	9.787877775567039e-05	0.999701829053718	0.1838400861305245	0.3200235360496985	-104.25456217899506			0.26191674526839104	0.999701829053718
PAPSS2	0.011062999352661232	0.977101274037355	0.2314198383941236	0.6382474227727182	-132.0097756996444			0.38542687857939734	0.9871572460825703
IPO7	0.490261965745202	0.14318418194638263	3.034166993973894e-09	0.48278882356958336	-100.05117999221753			0.33487021569150976	0.37674607765483586
PGM3	0.3434128244089623	0.3136651965464018	0.023056055262461017	0.5392552355995789	-128.66163845110958			0.3408357207833955	0.5823728676782146
AHSA1	0.2197951176488074	0.5979084362698923	0.028745145193778566	0.6880901525106998	-111.08725025801292			0.41674378359857533	0.8066840321761949
H6PD	-0.028564207615574502	0.8852666668755603	0.3747792557320324	0.17622863229704844	-70.42703849389397			0.1979555225916341	0.9495126132937136
SEC24A	-0.4680117898630065	0.19651161480032175	0.05097770429859408	0.5923010826195707	-131.05008338968076			0.3623632928932163	0.455193341573235
ACSL3	-0.16184667025446606	0.7012003067907459	1.1709346701828316	0.7379150579410297	-137.8651064613882			0.42180448897736084	0.8638307989147441
ASMTL	-0.4672132312168858	0.14474745382581877	0.4403799136530042	0.327197943486911	-84.56398133192187			0.3203738041031805	0.37674607765483586
SNAP29	0.09760447148587487	0.7910126382997114	1.3008324114993117e-08	0.5076040572903409	-100.11307417345341			0.36832449145556856	0.9086393471328199
LSM8	0.5347192616940489	0.16725987391837582	0.08306649934610585	0.5806412602015276	-114.1747017864495			0.3871797436227337	0.41119069734094144
AP2A1	0.32788351822903855	0.376306804938344	0.07354502001443729	0.5883017448641215	-125.22499920959174			0.3706064366764547	0.6427001927617509
STAU1	-1.1539197679570343	0.0009939355995992824	0.04873132582090363	0.527481110303466	-119.21187517442186			0.35049709876682295	0.011870833685994266
MLYCD	-0.267741734880999	0.34980305465381234	0.24778872305571822	0.3756014729880164	-112.61645480518496			0.2863635654957465	0.6155364096520586
AIFM1	0.10825837298718351	0.6726997827274105	0.3340494650358888	0.298519783706615	-99.56845575410398			0.25626581730376696	0.8479819891741012
BPNT1	-0.20087130370804646	0.5458793599148815	0.11058087935354478	0.47593244540818724	-113.89815424042376			0.33259796635896294	0.7737885876234515
TXNDC12	0.3134802966738189	0.4834014177472856	0.20804953932050632	0.6892264715095572	-120.68739797306151			0.4472907573932943	0.7366950112999358
FTCD	-0.02139553017724695	0.8989338790770736	0.34533801838885364	0.12768623790673822	-53.70524423936064			0.16845781552172182	0.9534626681243625
IGSF6	-0.4846174646446963	0.1233447410538877	0.03236513741979266	0.40615692294020656	-99.55196638736865			0.3145058962928709	0.3418848809428467
NDUFB10	1.1037089630640033	0.00017543300572675383	0.09726006854698785	0.3733562073253125	-106.26171813137128			0.2941658985708902	0.003282546462709483
CYB5A	-0.5532683344770029	0.015104779763910994	0.23805452361000384	0.22807893106236382	-83.68731788728167			0.22769583858842882	0.09354047091933272
ADH1B	-0.6588675040407138	0.00012163361494915023	0.19187297007665485	0.1308902125499796	-54.20459057992241			0.17145461216756297	0.002438464375885345
